amount,hour,transactions_last_24h,device_changed,location_changed,account_age_days,failed_attempts,previous_fraud_count,merchant_risk,is_new_payee,fraud
1200.87,7,5,0,0,2201,0,1,9,1,0
2007.79,15,3,0,0,1452,1,0,6,1,0
3232.0,6,3,1,0,2235,0,0,2,1,0
817.01,10,4,0,0,558,0,0,7,0,0
694.95,14,1,0,0,948,2,0,1,0,0
1698.76,5,2,0,0,419,0,0,8,0,0
2019.98,23,7,0,0,1125,0,0,1,0,0
710.38,20,3,1,0,1316,0,0,2,1,0
2417.27,23,4,0,0,202,0,0,8,0,0
2920.72,11,1,0,0,23,0,0,4,1,0
3990.56,8,1,0,0,42,0,1,9,1,0
6491.97,23,2,0,0,1437,1,0,9,0,0
461.09,17,5,0,0,1454,0,0,2,0,0
1111.98,19,2,0,0,963,1,0,10,1,0
1109.07,4,1,0,0,6,0,0,7,0,0
994.19,20,3,1,0,717,0,0,7,0,1
572.91,12,5,0,0,313,1,0,8,0,0
248.25,18,3,0,0,158,0,0,6,0,0
1203.13,19,3,1,0,543,1,0,9,0,0
508.59,2,4,0,0,599,1,0,2,0,0
1195.11,2,3,0,0,327,1,0,6,0,0
495.69,1,2,1,1,1894,1,0,8,1,0
365.16,15,3,0,0,2377,0,0,8,0,0
1386.17,21,4,0,0,1055,2,0,6,1,0
1275.28,0,4,0,0,726,0,0,4,0,0
1957.22,3,4,0,0,1607,0,1,9,0,0
9758.21,11,1,0,0,1012,0,0,6,0,0
1447.06,9,1,0,1,2115,0,0,3,0,0
1781.27,2,1,0,1,1935,0,0,10,0,0
373.32,14,5,0,0,2108,0,0,7,0,0
302.81,21,3,0,0,527,0,0,8,0,0
5339.19,5,2,0,1,2025,0,0,3,0,0
435.51,0,3,0,1,939,1,0,1,0,0
386.08,5,5,0,0,352,0,0,2,0,0
1054.58,4,6,0,0,1265,0,0,2,0,1
1002.05,11,3,0,0,1748,2,0,5,0,0
444.74,2,1,0,0,1926,1,0,7,0,0
808.38,8,2,0,0,457,0,0,6,0,0
3749.49,2,2,0,0,1805,1,0,1,0,0
489.8,16,2,0,0,1610,0,0,10,0,0
272.14,11,2,0,1,2392,0,0,5,0,0
2814.65,1,3,1,0,1079,0,0,10,0,1
1794.17,1,2,0,0,1792,0,1,10,1,1
589.62,11,2,0,0,2339,0,0,8,0,0
225.39,14,2,0,0,1684,1,0,8,0,0
520.81,4,4,1,0,951,1,0,3,0,0
1038.25,7,5,0,0,2298,0,0,4,0,0
3518.09,14,2,0,0,2035,0,0,9,0,0
388.94,11,0,0,0,75,1,0,3,0,0
1007.75,2,1,0,0,560,0,0,1,0,0
2154.14,9,1,0,0,1451,0,0,4,0,0
101.37,4,7,0,0,63,0,0,6,0,0
3083.39,22,6,0,0,572,0,0,4,0,0
336.15,19,5,1,0,1896,1,0,6,0,1
1528.43,7,6,0,0,1068,0,0,3,0,0
1403.44,5,10,0,0,1768,0,0,8,0,0
3244.08,3,1,0,0,1205,1,0,4,0,0
1902.5,17,5,0,0,478,1,0,3,0,0
101.77,22,2,0,0,2444,1,0,3,0,0
500.31,6,8,0,0,531,3,0,9,0,0
1259.17,15,0,0,0,827,0,0,7,0,0
902.37,5,3,0,0,2242,0,0,2,0,0
1768.01,22,4,0,0,855,1,0,1,0,0
2414.79,7,6,0,0,1086,1,0,2,0,0
2015.16,2,3,0,0,1090,0,0,2,0,0
885.12,21,0,0,0,1422,0,0,5,0,0
173.06,22,2,0,0,1890,0,0,7,0,0
695.42,9,5,0,0,284,0,0,7,0,0
1662.98,21,4,0,0,1013,0,0,1,0,0
368.54,5,1,0,0,270,0,0,5,0,0
2061.68,6,4,0,0,1396,1,0,4,0,0
2720.02,12,4,0,0,1888,1,0,1,0,0
1244.97,14,1,1,0,1107,1,1,1,1,0
51.22,9,3,0,1,782,1,0,5,0,0
305.49,19,2,0,0,817,1,0,10,1,0
7231.41,18,6,0,0,1834,1,0,3,1,0
634.9,2,3,0,0,2386,2,0,10,0,0
150.79,23,2,0,0,251,0,1,10,1,1
3771.57,3,2,0,0,864,0,0,8,0,0
1111.38,12,3,0,1,35,0,0,7,0,0
3310.78,10,4,1,0,2352,0,0,8,1,0
1446.58,10,6,0,0,1040,2,0,3,0,0
1734.65,3,1,0,0,1913,0,0,5,0,0
1576.57,8,3,0,0,980,0,0,8,0,0
2202.81,0,1,0,0,1179,0,0,6,0,0
10693.92,23,2,0,0,2413,1,0,2,0,0
2895.77,3,2,0,0,219,0,0,3,0,0
225.8,11,2,0,0,77,1,0,6,1,0
1714.13,5,1,0,0,2199,1,0,1,0,0
3434.0,4,2,0,1,1545,2,0,1,1,0
3650.8,9,1,0,0,2141,3,1,7,0,0
715.8,23,5,0,0,2051,1,0,2,0,0
3515.53,11,2,0,0,1517,0,0,2,0,0
2773.16,23,2,0,0,871,3,0,10,0,0
14364.53,19,4,0,0,866,3,0,10,0,0
518.01,10,7,0,0,1715,0,0,4,1,0
660.24,21,5,0,0,189,1,0,10,0,0
807.45,8,5,0,0,1973,0,0,2,1,0
671.68,12,0,0,0,1519,0,1,7,0,0
450.33,16,5,0,0,727,0,0,4,1,0
69.22,14,2,0,0,1088,0,0,5,0,0
710.03,19,2,0,0,1998,0,0,8,0,0
1586.61,3,2,0,0,13,0,0,3,1,0
669.67,11,1,0,0,2422,0,0,7,0,0
7596.03,15,4,0,1,1022,0,0,8,0,1
1111.4,7,3,0,0,782,1,0,1,0,0
3987.94,20,1,0,0,607,0,0,2,0,0
1424.28,7,3,0,0,487,0,0,7,0,0
2505.91,7,2,0,0,960,0,0,6,0,0
1449.89,7,3,0,0,2289,2,0,10,0,0
4310.39,16,5,0,0,2428,0,0,7,0,0
1159.73,2,3,0,1,53,0,0,5,0,0
1801.04,3,4,0,0,443,0,0,5,1,0
1581.82,18,5,0,0,334,0,0,1,1,0
821.98,4,3,0,0,1759,0,0,10,0,0
1644.16,2,3,0,0,970,1,0,2,0,0
10243.37,6,4,0,0,1498,0,0,5,0,0
836.82,9,4,0,0,1709,0,0,8,0,0
1668.14,0,4,0,0,2430,0,0,6,0,0
3857.52,20,2,0,0,2325,0,1,7,0,0
3429.79,2,0,0,0,2171,1,0,4,0,0
1109.56,9,2,0,0,1342,1,0,4,0,0
101.15,4,2,0,0,741,0,0,9,0,0
1838.5,7,1,0,0,1956,0,0,5,1,0
119.17,1,0,0,0,2349,0,0,2,0,0
4769.22,22,4,0,0,675,1,0,6,0,0
1299.16,22,2,0,0,898,1,1,10,0,0
2979.99,3,3,0,0,1719,0,0,1,0,0
444.92,4,5,0,0,1696,2,0,4,0,0
232.18,21,3,0,0,633,0,0,8,0,0
1423.33,9,8,0,0,142,1,0,10,0,1
1060.39,1,5,0,0,2150,0,0,3,1,0
670.79,3,3,1,1,1850,0,0,10,0,0
1193.52,9,4,1,0,896,0,0,2,0,0
17455.95,13,5,0,0,338,0,0,2,0,0
2526.34,15,3,0,0,1817,2,0,3,0,0
3132.22,3,4,1,0,379,0,0,6,0,0
2550.23,8,0,0,0,967,0,0,1,0,0
4814.86,6,2,0,0,863,1,0,3,1,0
906.81,12,5,0,0,1446,1,0,10,0,0
140.5,7,2,0,0,1580,0,0,7,0,0
908.15,4,4,1,0,1578,0,0,8,0,1
2469.41,19,5,0,0,2164,1,0,6,1,0
415.8,13,4,0,0,579,0,0,5,0,0
919.32,11,6,0,1,894,1,1,1,0,1
549.07,3,2,0,0,746,0,0,7,1,0
4924.75,1,3,0,0,1714,1,0,5,0,0
2320.31,19,2,0,0,649,2,0,10,0,0
2103.88,23,3,0,0,1766,1,0,7,0,0
2041.83,14,6,0,0,1091,0,0,6,0,0
1056.54,0,5,0,0,1610,0,0,5,0,0
1336.16,11,4,0,0,122,0,0,6,0,0
335.23,6,4,0,0,1524,1,0,3,0,0
123.17,1,2,0,0,2479,0,0,1,0,0
1274.21,3,4,0,0,1978,0,0,4,0,0
1516.24,11,5,0,0,726,0,1,5,0,1
3674.84,10,1,0,1,1028,2,0,7,0,0
5278.18,13,2,0,0,1091,1,0,7,0,0
5271.12,16,1,0,0,354,1,0,2,0,0
404.23,6,3,0,0,685,0,0,3,0,0
771.04,6,2,0,0,194,0,0,8,0,0
1772.83,16,2,0,0,977,0,0,9,1,0
13792.84,4,3,0,0,1845,0,0,8,0,0
4817.93,1,4,0,0,2263,1,0,7,1,0
3359.0,20,4,0,0,1422,0,1,10,1,1
744.13,5,4,0,0,1736,0,0,6,0,1
453.41,2,4,0,0,2201,1,0,4,0,0
2413.68,17,4,0,0,1245,1,0,3,1,0
364.8,12,2,0,1,1403,0,0,8,0,0
863.99,3,1,0,0,1706,0,0,5,0,0
977.72,20,7,0,1,305,0,0,5,0,0
5393.3,5,2,0,0,1240,0,0,3,0,0
769.16,16,6,0,0,1318,0,0,9,1,0
95.66,15,3,0,0,512,0,0,9,0,0
1816.1,19,9,0,0,1155,1,0,1,0,0
545.1,17,3,0,0,738,0,0,5,0,0
1144.39,16,4,0,0,1698,0,0,3,0,0
1005.56,1,2,0,0,1221,1,0,9,0,0
834.05,22,3,0,0,811,1,0,2,0,0
2417.14,3,4,0,0,1842,0,0,6,0,0
236.78,6,4,1,0,1901,0,0,10,0,0
653.92,10,3,0,0,134,0,0,7,0,0
2173.38,6,2,0,0,1553,0,0,4,1,0
593.43,14,3,0,0,925,0,1,3,0,0
219.47,1,1,0,0,119,0,0,10,0,0
2139.99,10,3,0,0,328,1,0,4,0,0
3371.44,8,4,0,0,624,0,0,2,0,0
1048.38,15,3,0,0,1642,0,0,7,0,0
154.34,12,3,0,1,1111,0,0,9,1,0
2221.57,18,3,0,0,546,0,1,9,0,1
208.54,3,6,0,0,2136,0,0,7,0,0
1493.38,22,1,0,0,873,0,0,8,1,0
451.48,9,0,0,0,2317,0,0,5,0,0
343.83,8,5,0,0,1025,0,0,10,0,0
704.92,13,1,1,0,1489,1,0,8,0,0
912.97,3,3,0,0,1058,2,0,2,0,0
575.82,19,1,0,0,896,1,0,1,0,0
1975.75,6,2,0,0,1376,1,0,2,0,0
702.0,22,2,0,0,1371,1,1,10,0,0
2922.49,3,2,0,0,272,1,0,4,0,0
1452.69,20,1,0,0,2473,1,0,9,0,0
545.9,9,4,0,0,2021,2,0,4,1,0
461.31,14,4,0,0,1143,1,0,10,0,0
211.14,20,2,0,0,1366,0,0,1,1,0
1466.65,3,1,1,0,1494,2,0,6,1,0
769.25,8,3,0,0,1341,0,0,7,1,0
102.29,22,1,0,0,1037,0,0,5,0,0
641.81,3,1,0,0,701,0,0,7,0,0
445.4,2,2,0,0,416,0,0,6,0,0
5301.14,12,2,0,0,14,1,0,2,1,0
199.78,0,6,0,0,213,0,1,10,0,1
259.47,23,8,0,0,1522,0,0,7,0,0
3327.48,21,2,0,0,1179,0,0,1,0,0
4258.89,4,3,0,0,1194,0,0,10,1,0
520.62,4,2,0,0,1886,0,0,9,0,0
582.84,18,7,0,0,998,1,0,5,1,0
2030.9,12,2,1,0,890,2,0,4,1,1
107.01,19,6,0,0,1361,0,0,7,0,0
170.51,23,0,1,0,1313,0,0,2,1,0
828.21,9,3,0,0,1770,1,0,7,0,0
5166.19,6,1,0,0,2440,0,0,7,0,0
709.29,14,2,0,0,1367,0,0,3,0,0
1213.1,15,3,1,0,149,0,0,10,1,0
3407.69,10,3,0,0,1079,1,0,6,0,0
9017.16,7,4,0,0,481,0,0,1,0,0
615.94,6,4,0,0,2477,0,0,6,0,0
1078.32,12,1,0,0,1225,1,1,4,0,0
6782.19,10,3,0,0,1470,1,0,10,0,0
239.32,10,2,0,0,1268,0,0,1,0,0
3064.32,2,1,0,0,682,0,0,9,0,0
396.11,21,3,0,0,552,0,0,1,0,0
1214.97,16,1,0,0,564,0,1,5,0,0
860.39,22,5,0,0,1310,0,0,7,0,0
420.73,19,4,1,0,1186,1,0,9,0,0
410.3,14,3,1,1,951,0,0,3,0,1
1445.79,7,5,1,0,332,0,0,3,0,0
2967.69,15,4,0,0,174,1,0,9,0,0
963.2,13,3,0,0,72,0,0,5,0,0
1176.28,22,3,0,1,105,1,0,3,0,0
1941.42,5,6,0,0,1398,0,0,9,1,0
415.04,0,1,1,0,659,0,0,5,1,0
2297.77,3,3,0,0,1023,0,0,6,0,0
2488.27,4,2,0,0,873,0,0,1,0,0
14818.42,15,2,0,0,2026,0,0,7,0,0
752.87,3,1,1,0,246,0,0,8,0,0
693.62,3,4,0,0,13,2,0,8,0,0
2366.02,9,1,0,1,1472,1,0,6,1,0
2487.68,18,4,0,0,1787,0,0,10,0,0
642.21,10,3,1,1,804,0,0,5,0,0
732.77,6,4,1,0,1785,0,0,3,0,0
1883.96,6,2,0,0,107,0,0,8,0,0
479.34,19,1,1,0,2090,1,0,9,0,1
727.39,10,1,0,0,1036,0,0,4,0,0
1199.42,8,3,0,0,2035,0,0,4,0,0
2968.88,18,3,0,0,2045,0,0,7,0,0
599.08,8,4,0,0,2429,1,1,5,0,0
173.75,8,1,0,0,1176,1,0,6,0,0
161.32,18,4,0,0,321,0,0,8,0,0
311.25,7,2,0,0,1661,0,0,8,0,0
294.96,12,1,0,0,841,1,0,4,1,0
939.54,15,3,0,0,1836,0,1,5,0,0
333.99,4,0,0,0,2389,0,0,7,0,0
543.07,3,4,0,0,5,0,2,6,0,1
505.69,20,1,0,0,2076,0,0,9,1,0
705.91,7,3,0,0,29,0,0,3,0,0
4115.45,8,5,1,0,2026,2,0,7,0,0
2125.89,14,2,0,0,2378,1,0,9,0,0
1114.46,2,5,0,0,1423,0,0,7,0,0
691.58,1,1,0,0,58,0,0,9,0,0
711.07,9,6,0,0,2374,0,0,3,0,0
1521.95,23,0,0,0,562,0,0,5,0,0
1966.81,13,3,0,0,1083,1,0,9,1,1
442.47,13,5,0,0,2265,0,0,4,0,0
1137.38,14,2,1,0,861,0,0,3,0,0
143.79,20,3,0,0,255,0,0,4,0,0
1355.21,20,3,0,1,2468,0,0,2,0,0
2349.95,0,7,0,0,2161,0,0,3,0,0
828.76,12,1,0,1,856,0,0,2,0,0
6744.8,13,4,0,0,751,0,0,7,0,0
454.3,5,2,0,0,2260,0,0,5,0,0
1363.0,23,2,0,0,2406,1,0,7,0,0
1058.04,6,4,0,0,962,0,0,9,0,0
991.98,20,1,0,0,666,0,0,8,0,0
978.16,2,3,0,0,1817,1,0,6,0,0
1220.61,14,1,0,0,1386,0,0,8,0,0
2560.5,17,1,0,0,1214,0,0,6,0,0
4349.15,12,6,0,0,246,1,0,9,0,0
1094.17,2,5,0,0,1482,0,0,5,0,0
2478.27,2,1,0,0,161,0,0,6,0,0
543.61,14,3,0,0,2257,0,0,9,0,0
2358.91,20,2,0,0,682,0,0,7,0,0
511.84,14,0,0,0,1805,1,0,2,0,0
3263.84,2,4,0,0,365,1,0,5,0,0
10003.01,18,4,1,0,2002,0,0,6,1,0
970.6,11,1,1,0,1082,0,0,6,0,0
122.42,1,4,1,0,1130,0,0,1,0,0
633.92,8,4,0,0,277,1,0,9,0,0
3758.88,4,2,1,0,254,0,0,8,0,0
1906.6,23,3,0,0,2065,0,0,8,0,0
1406.58,21,1,0,0,2302,0,0,8,0,0
3006.91,2,7,0,0,1428,1,0,1,0,0
1780.15,13,5,0,0,2442,0,0,2,1,0
3706.06,0,1,0,0,916,2,0,3,0,0
2750.19,10,5,1,0,714,0,1,8,0,1
5022.59,3,1,0,0,1950,0,0,3,0,0
1569.95,17,2,0,0,2183,0,0,3,1,0
2711.51,1,4,0,1,192,0,0,6,0,0
806.64,21,1,0,1,1396,0,0,10,0,0
600.97,5,0,0,0,1933,0,0,1,0,0
6043.68,6,4,0,0,900,0,0,6,0,0
1361.31,21,4,0,0,1043,0,0,2,0,0
2452.54,21,4,0,0,65,1,0,4,1,0
1241.08,2,4,0,0,738,0,0,4,0,1
610.02,2,4,0,0,2001,2,0,7,0,0
1108.74,20,3,0,0,2411,0,0,8,1,0
4610.05,23,4,1,0,2458,1,0,2,1,0
1910.73,11,4,0,0,1228,0,0,9,0,0
198.05,3,5,0,0,520,2,0,7,0,0
884.26,3,6,0,1,2470,0,0,8,0,0
6517.81,6,2,0,0,18,0,0,5,1,0
885.54,16,2,0,0,1887,0,0,6,1,0
181.19,2,3,1,0,817,0,0,5,1,1
7281.18,15,2,0,0,742,0,1,1,0,0
2169.8,19,2,0,0,2282,1,0,2,0,0
1022.48,3,4,0,0,2247,1,0,8,0,0
756.41,23,3,0,0,2168,0,0,8,0,0
3236.84,23,4,1,0,1807,0,1,3,0,1
637.79,7,4,0,0,1096,0,0,6,0,0
3457.35,2,1,1,0,1221,0,0,6,0,0
1885.97,7,3,0,0,2042,1,0,1,0,0
1400.64,6,1,0,0,2343,0,0,9,0,0
1268.4,6,1,0,1,732,0,0,4,0,0
920.61,22,4,0,0,1470,0,0,10,0,0
3120.16,3,2,0,0,1438,0,0,10,0,0
461.58,7,3,0,0,360,0,1,4,0,0
216.6,18,2,0,0,1679,0,0,4,0,0
2027.26,1,3,0,0,529,0,0,4,0,0
2061.6,1,3,0,0,282,1,0,4,0,1
1772.67,7,5,0,0,1460,0,0,7,0,0
1648.68,23,2,1,0,390,0,0,2,0,1
795.89,20,5,1,0,2305,1,1,8,0,0
2410.24,22,2,0,0,209,0,0,5,0,0
1047.79,20,2,0,0,2399,1,1,1,1,0
673.77,2,3,1,0,2489,0,0,2,0,0
802.8,9,1,0,0,2448,0,0,2,0,0
8272.07,12,4,0,0,972,0,0,8,0,0
193.45,3,3,0,0,1246,1,0,10,0,1
1807.66,23,5,0,0,790,0,0,7,0,0
204.57,14,2,0,0,2397,0,0,7,0,0
984.14,20,3,0,0,864,0,0,3,0,0
710.79,6,2,0,1,1460,0,0,3,0,0
136.32,17,5,0,0,2420,1,0,2,0,0
1618.15,2,3,1,0,270,1,0,5,0,1
749.92,0,1,1,0,64,0,0,7,1,0
134.4,15,8,0,0,869,0,0,9,0,0
2539.11,1,3,0,0,2318,0,0,1,0,0
4605.5,6,5,0,0,319,0,1,6,0,0
4866.47,19,2,1,0,1435,0,2,10,0,0
1570.2,11,4,0,1,1713,2,0,10,0,1
1148.32,9,2,0,0,1346,1,0,3,0,0
4138.78,6,4,0,0,928,0,0,6,0,0
5898.09,16,5,0,0,866,1,0,2,1,0
3406.94,22,4,0,0,743,0,0,4,0,0
427.72,17,6,0,0,72,0,0,2,0,0
1341.23,8,3,1,0,2262,0,0,2,1,0
1701.93,10,1,0,0,2117,0,0,8,1,0
179.54,2,3,0,0,2088,0,0,9,1,0
1753.49,3,5,0,0,1316,0,0,10,0,0
10646.56,6,5,0,1,771,3,0,6,0,1
2079.61,9,2,0,0,13,0,0,8,0,0
4785.82,23,3,0,0,1769,1,0,6,0,0
1316.74,20,2,0,0,1759,2,0,9,0,0
1019.21,2,3,0,0,2198,0,0,7,0,0
1605.63,7,6,0,0,1058,0,0,4,1,0
485.01,1,1,0,0,1643,1,0,8,0,0
418.31,1,4,0,0,986,0,0,2,1,0
3890.55,8,3,0,0,2381,0,0,7,0,0
4325.76,23,3,0,0,154,0,0,7,0,0
407.03,4,0,0,0,1419,0,0,8,0,0
2887.07,16,1,0,0,1681,1,0,4,0,0
1005.3,9,7,0,0,124,0,1,8,0,0
1540.42,12,4,0,0,1620,0,1,4,0,0
1737.53,20,2,0,0,2397,0,0,6,0,0
2964.16,19,5,1,0,2421,1,0,9,0,1
1191.2,19,4,0,0,195,0,0,8,0,0
4492.49,9,2,0,0,270,0,0,4,0,0
1494.3,1,2,0,0,1174,3,0,4,0,1
2047.11,23,3,0,0,2363,0,0,1,0,0
476.63,23,3,0,0,1064,0,0,5,0,0
9496.31,20,2,0,0,1196,1,0,6,0,0
1754.3,11,3,0,0,1755,1,0,9,0,0
2237.24,6,4,0,0,135,0,0,4,0,0
219.6,4,2,1,0,2123,0,0,7,0,0
481.69,8,4,0,0,1888,2,0,3,0,0
3781.53,8,4,0,0,2497,0,0,8,0,0
1461.02,6,3,0,0,1033,0,0,9,1,0
161.78,22,0,1,0,1910,0,0,3,0,0
3097.31,15,3,0,1,226,0,0,5,0,0
636.65,5,1,0,0,730,0,0,5,1,1
4497.68,15,3,0,1,317,0,0,10,0,0
1004.42,16,3,0,0,1532,0,0,2,0,0
1345.75,12,0,0,0,2408,1,0,1,1,0
3565.13,22,1,0,0,1923,0,0,7,1,0
446.98,23,1,0,1,1635,0,0,8,1,0
406.32,10,4,0,0,1769,2,0,2,0,0
901.0,11,6,0,0,2382,0,0,9,0,0
2507.83,5,6,0,0,1736,1,0,4,0,0
289.78,18,1,0,0,1940,0,0,7,1,0
206.84,22,2,0,0,661,0,0,6,1,0
2499.19,15,5,0,0,1565,3,0,1,0,0
600.06,4,2,0,0,1716,0,0,10,0,0
740.83,12,3,0,0,297,1,0,1,1,0
171.26,19,2,0,0,1756,0,0,4,0,0
556.14,1,1,0,0,1126,1,0,9,1,0
1088.37,14,1,0,0,2458,0,0,6,0,0
2780.48,15,5,0,0,602,0,0,10,1,0
507.13,12,4,0,0,1197,0,0,9,0,0
5752.42,15,1,0,0,400,2,0,9,0,0
553.05,21,1,0,0,148,0,0,3,0,0
553.86,2,2,0,0,1235,0,1,6,0,0
5101.85,13,2,0,0,2405,0,0,10,0,0
1354.87,19,1,0,0,783,0,0,3,0,0
631.42,19,3,0,0,2205,0,0,8,0,1
939.05,11,8,0,0,2383,0,0,3,0,0
4243.2,23,5,0,0,2031,0,0,6,0,0
4751.44,7,1,1,0,73,0,0,8,1,0
484.54,10,3,0,0,1807,0,0,10,0,0
1051.07,19,4,0,0,71,0,0,9,0,0
1200.1,10,2,0,0,667,0,0,4,0,0
409.02,8,4,0,0,1560,0,0,7,1,0
1037.24,13,1,0,1,2372,1,0,5,1,0
1102.49,14,3,1,0,233,0,0,10,1,1
3429.64,23,3,0,0,2387,0,0,4,0,0
3668.09,14,6,1,0,1385,1,0,10,0,0
789.02,4,1,0,0,1855,0,0,8,1,0
885.41,1,4,0,0,2039,2,0,1,0,0
2130.88,23,5,0,0,1268,1,0,2,0,0
610.83,10,4,0,0,314,2,0,6,0,0
1975.63,4,1,0,0,1950,0,0,1,0,0
1004.35,5,4,0,0,176,3,1,9,0,1
415.97,2,3,0,0,348,0,0,6,0,0
421.22,4,0,0,0,2378,0,0,9,0,0
4661.34,18,5,0,0,2282,0,0,6,1,0
937.84,15,4,0,0,2149,0,0,3,0,0
5655.33,14,0,0,0,2349,0,0,4,0,0
656.13,0,1,0,0,617,0,0,7,0,0
1467.34,16,1,0,0,2448,0,0,7,0,0
12000.18,23,1,0,0,1206,1,0,4,0,0
380.93,22,0,0,0,244,0,0,8,1,0
164.38,9,3,0,0,386,0,0,10,0,0
3970.27,14,2,0,0,1759,0,0,3,0,0
479.71,7,3,0,0,2096,0,0,2,1,0
1074.16,21,1,0,0,978,0,0,10,0,0
610.38,22,1,1,0,481,0,0,5,0,0
1433.91,5,4,0,0,551,0,0,3,0,0
423.89,11,3,0,0,2075,0,0,7,0,0
916.04,5,0,0,0,2048,0,0,10,0,0
1719.55,14,1,0,0,620,1,0,6,0,0
400.09,7,2,0,0,114,0,0,5,0,0
544.53,16,5,0,0,276,0,0,8,0,0
774.81,23,1,0,0,1005,0,1,6,0,0
262.75,20,0,0,0,533,0,0,6,0,0
718.7,4,2,0,0,1137,0,0,4,0,0
1234.96,3,3,0,0,1351,0,0,7,0,0
735.43,19,6,0,0,217,0,0,9,0,0
836.0,1,4,0,0,2212,0,0,9,0,0
1075.02,9,2,0,0,1966,0,0,5,1,0
569.21,23,2,0,0,97,2,0,2,0,0
2188.7,10,5,1,0,1104,1,0,4,0,0
4609.98,0,1,0,0,358,0,0,8,0,0
689.26,23,4,0,0,2059,0,0,8,0,0
1781.48,16,2,0,0,1383,0,0,5,0,0
862.97,7,6,0,0,474,0,1,9,0,0
1580.49,14,7,0,0,227,3,0,7,0,0
5248.93,14,6,0,0,800,0,0,3,1,0
1823.77,13,5,0,0,869,1,0,7,0,0
186.16,23,4,0,0,756,0,0,9,0,0
1726.75,18,4,1,0,935,0,0,4,0,0
3762.59,6,3,0,0,335,1,0,9,0,0
878.67,23,5,0,0,1220,3,0,4,1,1
2967.97,23,5,0,0,723,1,0,3,1,0
549.98,1,1,1,0,1796,0,0,2,0,0
248.26,7,4,0,0,1933,0,0,6,0,0
1262.9,14,0,0,0,616,0,0,2,1,0
189.34,21,2,0,0,327,0,0,3,1,0
862.84,17,1,0,0,819,1,0,3,0,0
3971.27,13,2,0,0,334,1,0,2,0,0
162.43,7,6,0,0,1082,1,0,2,1,0
305.06,2,2,0,0,2324,0,0,3,0,0
390.71,21,4,0,1,981,0,1,7,0,0
1029.35,12,0,0,0,2153,0,0,4,0,0
760.73,10,4,0,0,1791,0,0,4,0,0
4443.23,23,4,0,0,2176,1,0,2,0,0
2847.93,3,2,0,0,115,0,0,8,0,0
1799.52,6,1,0,0,1767,1,0,3,0,0
1268.55,20,3,0,0,370,1,0,10,0,1
1624.95,6,4,0,0,1521,1,0,7,1,0
463.13,22,1,0,0,346,0,0,6,0,0
2584.3,20,4,0,0,2179,1,0,4,0,0
360.67,2,5,0,0,1339,0,0,4,0,0
2528.49,10,3,0,0,1450,2,0,1,0,0
3590.84,18,5,0,0,213,3,0,3,0,0
1354.06,11,5,0,0,777,0,0,1,0,0
919.46,5,3,0,0,187,0,0,3,0,0
1636.49,1,6,1,0,2148,0,0,1,1,0
62.71,0,0,0,0,1953,0,0,3,0,0
1483.65,4,4,0,0,1573,0,0,6,0,0
979.11,6,3,0,1,2450,2,0,5,0,0
1042.49,7,7,0,0,2143,0,0,2,0,0
2222.82,20,1,0,0,91,0,0,2,0,0
1017.63,12,4,0,0,2197,0,0,1,0,0
350.65,3,2,0,0,430,1,1,2,0,0
952.03,1,2,0,0,320,0,0,2,0,0
1173.28,3,2,0,0,1273,2,0,1,0,0
1230.2,7,1,0,0,1578,1,0,1,1,0
1289.38,17,3,0,0,2250,0,1,4,0,0
3100.66,1,0,1,0,1300,0,0,3,0,0
370.17,9,3,0,1,1260,2,0,1,0,0
1307.28,10,6,0,0,232,1,0,4,0,0
3983.55,3,6,1,0,949,0,0,3,0,0
193.52,1,4,0,0,504,1,1,6,0,0
1312.44,5,3,0,0,2098,0,0,5,0,0
610.71,3,5,0,0,915,0,0,8,0,0
756.94,19,1,0,0,1926,0,0,2,0,0
443.72,22,5,1,0,150,1,0,6,0,0
925.61,14,4,0,0,2000,0,0,5,0,0
6913.67,18,1,0,0,1568,1,0,10,0,0
309.69,18,3,0,0,586,0,0,8,0,0
340.49,21,2,0,0,1927,0,0,10,0,0
298.29,2,2,0,0,1626,1,1,3,1,0
6169.78,23,3,0,0,1624,0,0,8,0,0
690.67,10,4,0,0,458,0,0,1,0,0
1068.87,13,4,0,0,1178,1,0,4,0,0
733.05,19,3,0,0,1141,2,0,1,0,0
426.48,11,8,1,0,508,1,0,8,0,1
866.84,6,3,0,0,2097,0,0,8,0,0
12813.36,0,3,0,0,1516,0,0,1,0,0
4411.95,4,3,0,0,1988,0,0,7,1,0
467.34,2,4,1,0,2385,0,1,6,0,1
2095.56,9,1,0,0,1388,0,0,10,0,0
477.46,18,3,0,0,756,1,0,2,0,0
185.61,8,4,0,1,1925,0,0,5,1,0
3039.69,14,0,0,0,1442,0,0,8,0,0
3498.51,4,2,0,0,169,2,0,7,1,0
3121.45,14,2,0,1,868,0,0,7,0,0
685.49,22,3,0,0,2074,0,0,7,0,0
928.18,7,3,0,0,1423,0,0,5,0,0
2321.03,11,5,0,0,1985,0,0,2,0,0
1622.13,23,3,0,0,2421,1,0,2,0,0
739.79,14,3,0,0,1854,0,0,2,0,0
217.22,9,4,0,1,767,0,0,2,0,0
1228.9,2,2,0,0,361,2,0,8,0,1
3226.04,22,0,0,0,535,2,0,7,0,0
331.1,14,1,0,0,534,1,1,1,0,1
